question_id,answer,model,prompt_variant,sample_idx,is_human,grader_model,thesis_clarity,argumentative_soundness,dialectical_engagement,precision_distinctions,substantive_contribution,example_quality,total,timestamp,answer_char_count,reasoning_char_count,output_tokens,reasoning_tokens
Builes-ParadoxEvidentialEquivalence-2020,"Only finitely many heads have occurred.

Those five words force us into a region of probability theory and formal epistemology where several apparently straightforward principles come apart.  At first sight there are two natural reactions.

A.  Independence:  “My coin is fair and independent of the others; nothing I have learned makes it more or less likely to be heads.  My credence should stay at ½.”

B.  Scarcity:  “I now know there are only finitely many heads spread over countably many coins",openai/o3,answer_without_rubric_2k,10,False,openai/o3,5,6,5,6,5,4,31,2026-02-04T01:51:51.869246,9689,0,4484,2048
Builes-ParadoxEvidentialEquivalence-2020,"Self‐locating belief, infinitary probability, and the problem of conditioning on measure–zero propositions all come together in the “countable miracle” you are asked to assess.  The situation appears simple—every coin is fair, mine included—but the information I later receive (“only finitely many heads were tossed”) is so extraordinary that it is assigned probability 0 by the very theory I am using to model the coins.  Classical conditionalisation therefore cannot be applied in the usual way, an",openai/o3,answer_without_rubric_2k,11,False,openai/o3,4,6,6,6,5,4,31,2026-02-04T01:51:51.869246,10423,0,3839,1152
Builes-ParadoxEvidentialEquivalence-2020,"What follows is a sustained attempt to think through the epistemic situation in which you find yourself after learning that, among countably many independent fair‐coin trials, only finitely many came up heads.  Because the announced event has classical probability 0, it puts pressure on the usual Bayesian recipe for conditionalising on evidence.  Yet the case is not a mere curiosity: it sharpens familiar puzzles about updating on measure–zero propositions, about the interaction of symmetry with ",openai/o3,answer_without_rubric_2k,12,False,openai/o3,5,6,5,6,5,4,31,2026-02-04T01:51:51.869246,9244,0,3242,960
Builes-ParadoxEvidentialEquivalence-2020,"Finitely Many Heads: What Ought You to Think About Your Own Toss?  

1. The puzzle  

Imagine being one person in a countably infinite crowd.  Each of you, in perfect synchrony, tosses a fair coin and hides the result.  A trustworthy loud-speaker then announces an astonishing fact:  

 (F)  “Only finitely many of the coins just tossed landed heads.”  

If the process were really ideal—independent tosses with ½ chance of heads each—statement (F) describes an event that standard probability theory",openai/o3,answer_without_rubric_2k,13,False,openai/o3,5,6,5,5,5,4,30,2026-02-04T01:51:51.869246,13267,0,4449,1408
Builes-ParadoxEvidentialEquivalence-2020,"Heads or Tails after the Miraculous Announcement?  
A 2 000-word exploration of conditionalising on probability-zero events

1.  The set-up

Imagine an ω-sized row of agents, each about to toss a fair coin.  The coins are mutually independent and each lands Heads (H) with unconditional probability ½.  Nothing in this specification privileges one agent over another; the sequence of outcomes is exchangeable.  After all tosses have been made (but before anyone has looked), an oracle announces:

(†)",openai/o3,answer_without_rubric_2k,14,False,openai/o3,4,5,5,5,4,4,27,2026-02-04T01:51:51.869246,10292,0,3093,832
Enoch-FalseConsciousnessLiberals-2020,"                             Adaptive Preferences and the Limits of Autonomy

1. Introduction  

Human beings do not form their aims in a vacuum. What we come to want is, in part, a response to the options life makes salient. When available alternatives are radically limited—by poverty, illness, or social oppression—it is often rational, even psychologically necessary, to scale one’s aspirations down. Jon Elster called this phenomenon “sour grapes,” but a broader label has taken hold: adaptive p",openai/o3,answer_without_rubric_2k,0,False,openai/o3,5,5,6,5,5,4,30,2026-02-04T01:51:51.869246,14552,0,3199,384
Enoch-FalseConsciousnessLiberals-2020,"1. Introduction  

In many real‐world settings people come to want exactly what their situation permits them to get. A woman in a society that educates only boys painstakingly persuades herself that book-learning is pointless for her kind; a South African domestic worker who cannot afford meat acquires a taste for maize porridge and tells the interviewer that she “honestly prefers it”; an illiterate bonded labourer in rural Pakistan reports that he “wouldn’t know what to do” with political freed",openai/o3,answer_without_rubric_2k,1,False,openai/o3,5,6,6,5,4,4,30,2026-02-04T01:51:51.869246,15361,0,3013,128
Enoch-FalseConsciousnessLiberals-2020,"                                                            

                                                     Adaptive Preferences and the Fragility of Autonomy  

1. Introduction  

The notion of adaptive preference—coined by Jon Elster after Robert Merton’s sociological work and Aesop’s fox—names a common human tendency: in the face of persistent constraints, people come to want what they can, rather than can what they want. The peasant tells herself she does not really long for education",openai/o3,answer_without_rubric_2k,2,False,openai/o3,5,5,6,5,5,5,31,2026-02-04T01:51:51.869246,15904,0,3157,64
Enoch-FalseConsciousnessLiberals-2020,"1. Introduction: Adaptive preferences and the puzzle of autonomy    

The literature on “adaptive preferences” begins from an empirically familiar, philosophically puzzling phenomenon. Agents who face systematic, long-term constraints—material poverty, racist insults, patriarchal vulnerability—often come to desire precisely what those constraints make feasible, relinquishing what earlier or counterfactual selves might have valued. Amartya Sen’s rural widows who say they do not need protein, Jon ",openai/o3,answer_without_rubric_2k,3,False,openai/o3,5,5,6,6,6,5,33,2026-02-04T01:51:51.869246,16865,0,3521,256
Enoch-FalseConsciousnessLiberals-2020,"1. Introduction  

Suppose a girl raised in a highly patriarchal rural district of Nepal sincerely tells development workers that she does not want to finish school; she prefers to marry at fourteen, perform household labour, and bear children early. Her preference is not the product of an immediate threat or explicit coercion. Rather, years of socialisation, a dearth of female role-models with alternative careers, and the material insecurity of her family have gradually shaped her outlook until",openai/o3,answer_without_rubric_2k,4,False,openai/o3,5,5,5,5,4,4,28,2026-02-04T01:51:51.869246,15546,0,3528,576
Enoch-FalseConsciousnessLiberals-2020,"                                                Adaptive Preferences and the Fragility of Autonomy
                                                --------------------------------------------------

1. Introduction  

In the now-classic parable told by Jon Elster, a fox, unable to reach a bunch of grapes hanging enticingly above his head, concludes that they must in fact be sour and therefore not worth wanting.  The moral is familiar: human beings, too, sometimes reshuffle their desires so that ",openai/o3,answer_without_rubric_2k,5,False,openai/o3,6,5,5,6,6,5,33,2026-02-04T01:51:51.869246,15913,0,3430,128
Enoch-FalseConsciousnessLiberals-2020,"1. Introduction  

When Amartya Sen asks why so many Indian women report that they “do not need” more food than their husbands, or when Jon Elster recalls Aesop’s fox who comes to believe that the grapes he cannot reach are sour, we are immediately drawn to a puzzle about autonomy.  These women and the fox appear to choose voluntarily; no one is twisting their arms.  Yet the choices do not strike us as fully free.  We call such attitudes adaptive preferences: they are preferences that have come ",openai/o3,answer_without_rubric_2k,6,False,openai/o3,5,5,6,5,6,5,32,2026-02-04T01:51:51.869246,16699,0,3622,320
Enoch-FalseConsciousnessLiberals-2020,"                        Adaptive Preferences and the Fragility of Autonomy  
                        —­­Which Theory Best Explains the Deficit?—  

1. Setting the Problem  

Many people shape their wants to the world they confront rather than attempt to reshape the world to their wants. A twelve-year-old Afghan girl may report earnestly that what she most desires is an early marriage to a man four times her age; a long-term inmate of a maximum-security prison may come to prefer never leaving his",openai/o3,answer_without_rubric_2k,7,False,openai/o3,5,5,6,5,5,5,31,2026-02-04T01:51:51.869246,16149,0,3278,192
Enoch-FalseConsciousnessLiberals-2020,"What makes adaptive preferences—preferences that adjust to severely limited possibilities—fail to display the kind of self‐government we call autonomy? Ever since Jon Elster’s classic discussion of “sour grapes,” philosophers have been troubled by the fact that people may come positively to desire what previously looked unappealing, or even to endorse what disadvantages or harms them, simply because all more attractive alternatives have been placed out of reach. The phenomenon is accentuated in ",openai/o3,answer_without_rubric_2k,8,False,openai/o3,5,5,6,5,4,5,30,2026-02-04T01:51:51.869246,19279,0,3913,384
Enoch-FalseConsciousnessLiberals-2020,"1. Introduction: Adaptive Preference and the Puzzle of Impaired Autonomy  

A shop-girl in nineteenth-century Manchester “prefers” twelve-hour shifts over the prospect of idleness; a bride in contemporary rural Bangladesh “prefers” early marriage to prolonged schooling; a factory worker accepts the absence of safety regulations as a “necessary sacrifice.”  In each case the agent’s stated preference looks voluntary—no one points a gun to her head—yet philosophers, policy-makers, and the women the",openai/o3,answer_without_rubric_2k,9,False,openai/o3,6,5,6,6,6,5,34,2026-02-04T01:51:51.869246,15276,0,3192,192
Enoch-FalseConsciousnessLiberals-2020,"Adaptive preferences are the preferences that agents come to hold in response to limits—social, economic, political or physical—on what they can in fact do. A woman who ceases to want higher education because her society forbids women to attend university, a Dalit who persuades himself that he really does prefer the “humble” life allotted to his caste, or a prisoner who claims to desire nothing so much as the routine of the cell block have all, in the canonical sense made familiar by Amartya Sen",openai/o3,answer_without_rubric_2k,10,False,openai/o3,5,6,6,6,6,5,34,2026-02-04T01:51:51.869246,17216,0,3352,128
Enoch-FalseConsciousnessLiberals-2020,"                                     Adaptive Preferences and the Fragility of Autonomy  
                              Subjectivist, Content-Based, and Historical Explanations  

1. The Puzzle  

Oppression does not always announce itself as an external constraint.  Often it works by cultivating in the oppressed a set of desires that dovetail neatly with their restricted social position: the daughter who disavows her wish to study because “girls aren’t good at maths,” the agricultural labourer ",openai/o3,answer_without_rubric_2k,11,False,openai/o3,5,5,5,5,5,4,29,2026-02-04T01:51:51.869246,13757,0,3098,448
Enoch-FalseConsciousnessLiberals-2020,"                                         

1. Introduction: adaptive preference and the intuitive autonomy worry  

When Sen and Nussbaum speak of “adaptive preferences,” they have in mind the psychological tendency of agents to adjust their desires downward (or sideways) when the world denies them more attractive options. The classic examples are the fox who declares the grapes sour, the enslaved person who insists that servitude suits her, or the woman in a patriarchal village who claims not t",openai/o3,answer_without_rubric_2k,12,False,openai/o3,5,6,6,6,6,4,33,2026-02-04T01:51:51.869246,14028,0,2897,256
Enoch-FalseConsciousnessLiberals-2020,"                                         
                               Adaptive Preferences and the Limits of Autonomy

1.  Introduction  

Someone who grows up in a drought-ridden region may come to like the taste of brackish water; a woman in a patriarchal society may develop a genuine preference for being her husband’s unpaid helper; a member of a disadvantaged caste may decide that “people like me” should not aspire to university.  In each case the preference is “adaptive” in Jon Elster’s ",openai/o3,answer_without_rubric_2k,13,False,openai/o3,5,5,6,6,5,5,32,2026-02-04T01:51:51.869246,14581,0,3320,448
Enoch-FalseConsciousnessLiberals-2020,"Autonomy is ordinarily understood as self-government: an autonomous agent decides for herself, on the basis of reasons that are in some sense her own, rather than being moved merely by external pressures or by motives that are alien to her.  Adaptive preferences seem to threaten that ideal.  When a person’s choices adjust downward to accord with a restricted or oppressive set of feasible options—when, as Jon Elster quips, the fox declares the grapes sour—the resulting preference looks eerily lik",openai/o3,answer_without_rubric_2k,14,False,openai/o3,5,6,6,6,5,6,34,2026-02-04T01:51:51.869246,16356,0,3546,320
Franzn-EvaluativeDiscourseAffective-2020,"1. Introduction: the significance of “find”

Philosophers who defend some version of contemporary expressivism—whether in meta-ethics, aesthetics, or the theory of taste—have long sought purely linguistic phenomena that would vindicate their core thought that evaluative discourse is fundamentally different in kind from ordinary descriptive discourse.  The English verb “find” seems an ideal test case.  It embeds only evaluative predicates (Holmes finds the aria sublime, Giulia finds meanness cont",openai/o3,answer_without_rubric_2k,0,False,openai/o3,5,5,4,5,5,6,30,2026-02-04T01:51:51.869246,16975,0,4264,576
Franzn-EvaluativeDiscourseAffective-2020,"1. Introduction  

A familiar verbal tick of English speakers is the use of the psychological verb ‘find’ in sentences such as

  (1) Holmes finds saltimbocca tasty.  
  (2) Mary finds lying wrong.  

The construction is strikingly selective: it welcomes evaluative predicates—tasty, cruel, unfair, beautiful, funny—yet balks at purely descriptive ones—*vegetarian, made-of-pasta, triangular.  The selectivity has drawn the attention of meta-ethicists searching for linguistic diagnostics of the kind",openai/o3,answer_without_rubric_2k,1,False,openai/o3,5,5,3,5,4,5,27,2026-02-04T01:51:51.869246,16113,0,4524,960
Franzn-EvaluativeDiscourseAffective-2020,"1. Introduction  

English contains a small but revealing class of “subjective-attitude verbs.”  The paradigmatic members are find, consider, regard, and a handful of experiential verbs such as taste or smell when they take sentential complements (“to me the soup tastes salty”).  Their complements must be evaluative:  

• Holmes finds Saltimbocca tasty / gorgeous / cruel.  
• *Holmes finds Saltimbocca vegetarian / made of pasta.  

The grammatical contrast has long tempted expressivists to claim",openai/o3,answer_without_rubric_2k,2,False,openai/o3,5,5,4,5,5,5,29,2026-02-04T01:51:51.869246,15624,0,4173,704
Franzn-EvaluativeDiscourseAffective-2020,"1. Setting the Stage  

Ever since A-J. Ayer and C. L. Stevenson introduced the idea that moral and aesthetic language functions more like a cry of approval than a statement of fact, expressivists have searched for purely linguistic evidence that evaluative discourse is non-cognitive—evidence that would show, in Paul Grice’s phrase, that “the word does the work.”  The English verb find looks tailor-made for that job.  In ordinary conversation we say things such as

  (1) Holmes finds saltimbocca",openai/o3,answer_without_rubric_2k,3,False,openai/o3,5,5,4,5,5,6,30,2026-02-04T01:51:51.869246,13477,0,3791,768
Franzn-EvaluativeDiscourseAffective-2020,"1. Introduction: why “find”-constructions matter  
In recent decades linguists and meta‐ethicists have looked to the micro-syntax of ordinary language for clues about the underlying nature of evaluative thought.  One construction that has attracted special attention is the English subjective-attitude verb find as it appears in sentences such as

  (1) Holmes finds Saltimbocca tasty.  
  (2) She finds lying wrong.

Systematically, only predicates of personal evaluation—tasty, fun, cruel, beautifu",openai/o3,answer_without_rubric_2k,4,False,openai/o3,5,6,4,5,5,5,30,2026-02-04T01:51:51.869246,14594,0,3910,768
Franzn-EvaluativeDiscourseAffective-2020,"1. Introduction  

During the last two decades moral and aesthetic expressivists have begun to mine ordinary language for evidence that evaluative discourse functions very much like the language of affect rather than the language of belief.  One construction that has drawn special attention is the “subjective-attitude” use of the verb find, exemplified by:  

   (1) Holmes finds Saltimbocca tasty.  
   (2) She finds lying wrong.  

Find in this sense is strikingly selective: it embeds adjectives",openai/o3,answer_without_rubric_2k,5,False,openai/o3,5,6,4,5,5,6,31,2026-02-04T01:51:51.869246,13040,0,3583,768
Franzn-EvaluativeDiscourseAffective-2020,"1. Introduction  

For philosophers of language and meta-ethics the verb ‘find’ is a small but tantalising piece of linguistic data.  It behaves very differently from garden-variety propositional attitude verbs such as ‘believe’, ‘know’, or ‘suspect’.  In ‘Holmes finds Saltimbocca tasty’, or ‘She finds lying wrong’, the complement that follows ‘find’ must be evaluative – tasty, cruel, beautiful, wrong, amusing, rude, depressing, etc.  Attempts to embed straightforwardly descriptive predicates yi",openai/o3,answer_without_rubric_2k,6,False,openai/o3,5,6,5,6,5,6,33,2026-02-04T01:51:51.869246,15618,0,4119,640
Franzn-EvaluativeDiscourseAffective-2020,"                                                  

              Evaluative “find”, non-cognitive attitudes, and the case for expressivism
              -----------------------------------------------------------------------

                                        (≈2,050 words)

1.  Introduction  

Expressivists about the ethical, aesthetic and more generally evaluative parts of language seek to vindicate the old intuition that in calling something ‘wrong’, ‘tasty’, or ‘obscene’ one is not me",openai/o3,answer_without_rubric_2k,7,False,openai/o3,5,6,5,6,5,6,33,2026-02-04T01:51:51.869246,17562,0,4388,512
Franzn-EvaluativeDiscourseAffective-2020,"Expressivists about the evaluative insist that when we say that something is tasty, funny, cruel, or wrong we are not (or not merely) describing a mind-independent property of the world. Rather, we are displaying or venting a certain affective stance toward the thing in question. One of the strongest pieces of evidence they adduce is a striking distributional fact about the English verb ‘find’. Unlike the homophonous verb that takes a clausal complement (‘Holmes found that the door was unlocked’",openai/o3,answer_without_rubric_2k,8,False,openai/o3,5,5,5,5,5,5,30,2026-02-04T01:51:51.869246,14538,0,3560,448
Franzn-EvaluativeDiscourseAffective-2020,"1. INTRODUCTION  

The verb ‘find’ occupies an apparently humble corner of English grammar, yet its semantic and pragmatic profile touches directly on one of the central debates in meta-ethics and the philosophy of language: whether moral and other evaluative discourse is cognitive—representing how the world is—or non-cognitive, serving primarily to vent, guide, or register emotions and other pro-attitudes.  Expressivists have long urged that the key to understanding the peculiar logic of moral ",openai/o3,answer_without_rubric_2k,9,False,openai/o3,5,5,4,5,5,6,30,2026-02-04T01:51:51.869246,13218,0,3837,896
Franzn-EvaluativeDiscourseAffective-2020,"1. Introduction  

Expressivists about value hold that utterances such as ‘It is wrong to lie’ do not describe how the world stands, but give voice to a practical or affect-laden stance toward lying.  A persistent worry for this family of views is that ordinary language seems to treat evaluative sentences exactly like descriptive ones: both embed under truth-functional connectives, under belief reports, under epistemic modals, and so on.  If evaluative clauses really behaved like paradigmatic co",openai/o3,answer_without_rubric_2k,10,False,openai/o3,5,5,4,5,4,5,28,2026-02-04T01:51:51.869246,16720,0,4080,448
Franzn-EvaluativeDiscourseAffective-2020,"The verb ‘find’ is a small, easily overlooked item of English vocabulary, yet its distribution points to a striking division in the kinds of mental states our language is built to talk about. In this essay I argue that the state ascribed by constructions of the form ‘x finds y Adj’ is best analysed as a non-cognitive, affective attitude—sitting in the same psychological family as loving, hating, enjoying, admiring, detesting, approving, or being amused—and not as a species of belief. On that dia",openai/o3,answer_without_rubric_2k,11,False,openai/o3,5,5,4,5,4,5,28,2026-02-04T01:51:51.869246,14771,0,3817,704
Franzn-EvaluativeDiscourseAffective-2020,"1. Introduction  

The surface grammar of English happily allows us to “find” an argument compelling, a meal delicious, a joke offensive, or a policy unjust; yet it balks when we try to “find” an object wooden or its molecular weight 180. These striking selectional restrictions would be merely grammatical curiosities were it not for the fact that they line up almost perfectly with the contrast that meta-ethicists, semanticists, and moral psychologists draw between evaluative and purely descripti",openai/o3,answer_without_rubric_2k,12,False,openai/o3,5,5,4,5,4,5,28,2026-02-04T01:51:51.869246,13775,0,3925,832
Franzn-EvaluativeDiscourseAffective-2020,"What sort of mental state do we ascribe when we say that a person “finds” something delicious, funny, rude, cruel, cheap, or wrong?  Ordinary speakers are remarkably robust and uniform in the judgments they give about the linguistic behaviour of this use of the English verb find:

1.  It embeds evaluative but not purely descriptive predicates.

      a.  Holmes finds Saltimbocca tasty / beautiful / cruel.  
      b. *Holmes finds Saltimbocca Italian / vegetarian / made-of-pasta.*

2.  Conjoining",openai/o3,answer_without_rubric_2k,13,False,openai/o3,5,5,4,5,4,5,28,2026-02-04T01:51:51.869246,17164,0,4244,512
Franzn-EvaluativeDiscourseAffective-2020,"1. Introduction  

Since at least Ayer, expressivists have insisted that a sentence such as ‘Eating meat is wrong’ functions more like a boo-at-meat than like a descriptive report.  Within recent philosophy of language a small but telling piece of data has come to play an outsized role in this dispute: the behaviour of the subjective-attitude verb find.  Speakers of English effortlessly say  

  (1) Holmes finds saltimbocca tasty.  
  (2) She finds lying wrong.  

but balk at  

  (3) *Holmes fi",openai/o3,answer_without_rubric_2k,14,False,openai/o3,5,5,4,5,4,6,29,2026-02-04T01:51:51.869246,13364,0,4228,1216
GALLOW-CAUSALDECISIONTHEORISTS-2020,"1. The set-up  

In the familiar Newcomb problem the state of the opaque box is independent of your present bodily movements; consequently the causal decision theorist (CDT-er) discounts the evidential correlation between taking only the opaque box and finding it full.  “Death in Damascus” (first sketched by Gibbard & Harper and subsequently refined by Ahmed, Arntzenius, Gautier and others) presses a different worry.  There are two cities, Aleppo and Damascus.  You care only about avoiding Death",openai/o3,answer_without_rubric_2k,0,False,openai/o3,5,5,6,6,5,5,32,2026-02-04T01:51:51.869246,13872,0,3897,768
GALLOW-CAUSALDECISIONTHEORISTS-2020,"1. The setting and the source of the difficulty  

Causal Decision Theory (CDT) enjoins an agent to rank her available acts by expected causal utility.  The standard gloss is that, for each act A, one considers every possible “state of the world” S that is not causally downstream of A, multiplies the value U(A,S) by the unconditional probability P(S), and sums.  Where correlations exist between one’s act and such upstream states, CDT deliberately ignores them.  If the roulette wheel is already f",openai/o3,answer_without_rubric_2k,1,False,openai/o3,4,6,5,5,5,5,30,2026-02-04T01:51:51.869246,14442,0,3655,512
GALLOW-CAUSALDECISIONTHEORISTS-2020,"1. Framing the issue

Causal Decision Theory (CDT) tells an agent to choose the act whose causal expected utility is greatest, where the expectations are taken with respect to unconditional probabilities for states that are not causally downstream of the act.  Death-in-Damascus-type stories put pressure on this neat recipe, because the probability of the crucial “state of the world”—namely, where Death is waiting—depends in a highly non-standard way on the very probabilities the agent assigns to",openai/o3,answer_without_rubric_2k,2,False,openai/o3,6,6,6,6,5,5,34,2026-02-04T01:51:51.869246,13007,0,3916,960
GALLOW-CAUSALDECISIONTHEORISTS-2020,"Deliberation and Fate: Should Causal Decision Theory Worry about its Sensitivity to the Agent’s Own Act-Probabilities?  

1. Setting the Stage  

Causal Decision Theory (CDT) tells a deliberating agent to evaluate each available act A by the utility she would expect were she to perform A, weighting the possible causal predecessors of A by their unconditional probabilities.  The celebrated “Death in Damascus’’ scenario (from Gibbard & Harper 1978, recast by Ahmed 2014) is designed to make CDT loo",openai/o3,answer_without_rubric_2k,3,False,openai/o3,4,5,5,6,5,4,29,2026-02-04T01:51:51.869246,13820,0,3653,640
GALLOW-CAUSALDECISIONTHEORISTS-2020,"1. Introduction  

Causal Decision Theory (CDT) is usually advertised as a theory that tells us how to choose rationally when the consequences of our acts depend only on the causal up-shots of those acts.  If you are deciding whether to pack an umbrella, CDT instructs you to compute for each alternative its expected utility with respect to the probabilities of states that are not caused by your act—e.g. whether it will rain—and to pick the act with highest causal expected utility.  In ordinary c",openai/o3,answer_without_rubric_2k,4,False,openai/o3,5,5,5,6,5,4,30,2026-02-04T01:51:51.869246,14220,0,3378,192
GALLOW-CAUSALDECISIONTHEORISTS-2020,"1. Introduction  

Causal Decision Theory (CDT) says that rational agents should choose the available act that maximises causal expected utility.  Roughly,

EUCDT(A) = Σs P(s | **do**(A)) · U(A, s)

where A ranges over the acts under the agent’s control, s over “states of the world,” and P(s | do(A)) is the agent’s unconditional (‘causal’) probability that s obtains, i.e. the probability that s would obtain were A performed, holding fixed only what is causally upstream of A.  In ordinary cases C",openai/o3,answer_without_rubric_2k,5,False,openai/o3,4,5,5,5,4,4,27,2026-02-04T01:51:51.869246,13690,0,3408,384
GALLOW-CAUSALDECISIONTHEORISTS-2020,"1. Introduction: the case and the worry

Causal Decision Theory (CDT) characterises the value of an act A as the sum of the utilities of possible states S weighted by the probabilities P(S│do A) that those states would obtain were A performed.  A central selling-point of CDT is that it tells the agent to ignore merely evidential correlations between her act and earlier, causally independent events.  In Newcomb’s problem, for example, CDT directs you to two-box because, holding fixed what you do,",openai/o3,answer_without_rubric_2k,6,False,openai/o3,5,6,5,5,4,4,29,2026-02-04T01:51:51.869246,11768,0,3965,1344
GALLOW-CAUSALDECISIONTHEORISTS-2020,"1. Introduction  

Causal Decision Theory (CDT) was forged to avoid the counter-intuitive prescriptions of Evidential Decision Theory in Newcomb-type problems.  Its core principle is simple: when deciding, ignore mere evidence about what will happen and attend only to what your choice can causally influence.  The expected utility of an act A is therefore calculated with probabilities that are unconditional on A for any state S that is not causally downstream of A.  In ordinary cases this recipe ",openai/o3,answer_without_rubric_2k,7,False,openai/o3,5,5,5,6,4,4,29,2026-02-04T01:51:51.869246,12645,0,3169,448
