question_id,answer,model,prompt_variant,sample_idx,is_human,grader_model,thesis_clarity,charitable_engagement,objection_handling,example_quality,precision_distinctions,constructive_contribution,argumentative_risk,problem_reframing,explanatory_unification,scope_honesty,total,timestamp
Franzn-EvaluativeDiscourseAffective-2020,"The contention that the mental states reported by ""find""-constructions are non-cognitive and affective finds robust support in three interconnected domains: the direction of fit of the attributed state, the semantic constraints on permissible predicates, and the specific logic of the Moorean infelicity inherent in their denial.

First, consider the conative nature—the ""direction of fit""—of the state attributed by ""find."" Standard cognitive states, such as beliefs, possess a mind-to-world directi",openrouter/z-ai/glm-4.7,answer_without_rubric,0,False,openrouter/z-ai/glm-4.7,5,1,2,4,4,4,3,1,5,3,32,2026-02-02T16:45:24.036409
GALLOW-CAUSALDECISIONTHEORISTS-2020,"The dependence of Causal Decision Theory (CDT) on act probabilities in ""Death in Damascus"" cases reveals a profound and arguably fatal instability in its practical application as a normative guide for deliberation. While CDT is philosophically robust in its insistence that an agent should only care about the causal consequences of their actions, its reliance on the agent's current credence in their own future actions creates a dynamic ""signpost"" problem: the theory's recommendations shift as the",openrouter/z-ai/glm-4.7,answer_without_rubric,0,False,openrouter/z-ai/glm-4.7,5,3,3,4,4,2,4,4,3,4,36,2026-02-02T16:45:24.036409
ISSEROW-MORALWORTH-2020,"The critique of the motive of duty—specifically the charge that it constitutes ""moral fetishism""—rests on the intuition that morality is essentially concerned with the concrete well-being of persons, rather than the abstract satisfaction of a principle. Critics like Michael Stocker argue that if a doctor visits a patient solely because it is her ""duty,"" rather than because she cares for the patient, she exhibits a disturbing ""schizophrenia"" of modern moral theory. She values the *rightness* of t",openrouter/z-ai/glm-4.7,answer_without_rubric,0,False,openrouter/z-ai/glm-4.7,5,4,3,3,4,4,4,3,4,4,38,2026-02-02T16:45:24.036409
Jenkin-EpistemicRoleCore-2020,"The question of whether conscious awareness is a prerequisite for the epistemic basing relation strikes at the heart of the dispute between internalism and externalism in epistemology. The ""basing relation"" is the metaphysical glue that connects a reason to a belief; it distinguishes a belief that is *held because of* a reason from a belief that is merely *caused* by a reason (e.g., a belief caused by a headache which happens to be true). While the intuition that justification requires a conscio",openrouter/z-ai/glm-4.7,answer_without_rubric,0,False,openrouter/z-ai/glm-4.7,5,4,3,4,4,4,3,4,4,4,39,2026-02-02T16:45:24.036409
Koskinen-DefendingRiskAccount-2020,"The proposal advanced by Arthur Fine and Heather Douglas—that scientific objectivity is best understood as a mark of trustworthiness—captures a vital sociological and pragmatic truth. When we designate a scientific finding as ""objective,"" we are indeed issuing a warrant for reliance, signaling that the claim is robust enough to serve as a basis for policy, further research, or public belief. However, equating objectivity directly with trust risks conflating the *epistemic status* of a claim with",openrouter/z-ai/glm-4.7,answer_without_rubric,0,False,openrouter/z-ai/glm-4.7,4,3,3,2,4,4,3,4,5,4,36,2026-02-02T16:45:24.036409
Maguire-GameBelief-2020,"The tension between epistemic and practical reasons constitutes one of the most persistent puzzles in the epistemology of normativity. On the surface, the chasm appears unbridgeable: epistemic reasons are essentially truth-conducive, demanding that we align our minds with the world, while practical reasons are welfare-conducive, demanding that we manipulate the world (or our position within it) to serve our ends. To suggest that we can ""weigh"" truth against happiness seems to entail a category e",openrouter/z-ai/glm-4.7,answer_without_rubric,0,False,openrouter/z-ai/glm-4.7,4,3,4,4,5,4,4,4,4,4,40,2026-02-02T16:45:24.036409
Smortchkova-SeeingGoalDirectedness-2020,"The claim that motor resonance is a necessary condition for perceiving goal-directed actions is a central tenet of the ""Simulation Theory"" of social cognition, often grounded in the discovery of the mirror neuron system. According to this view, to understand an action is not to interpret it like a visual scene, but to virtually enact it within one’s own motor repertoire. However, upon closer examination, the necessity of motor resonance appears philosophically tenuous and empirically brittle. I ",openrouter/z-ai/glm-4.7,answer_without_rubric,0,False,openrouter/z-ai/glm-4.7,5,3,3,4,4,4,4,3,4,4,38,2026-02-02T16:45:24.036409
Viera-SenseTime-2020,"The objection you present relies on a stringent interpretation of the causal theory of perception, which holds that for a sensory system to represent a specific property of the world, that property must be the direct physical cause of the sensory state. Since photons cause visual experiences, the argument goes, only things that can impact the physical world like photons can be sensed. Because time is a dimension or a metric of change rather than a forceful substance, it lacks the causal potency ",openrouter/z-ai/glm-4.7,answer_without_rubric,0,False,openrouter/z-ai/glm-4.7,4,4,3,5,5,4,3,5,4,4,41,2026-02-02T16:45:24.036409
Builes-ParadoxEvidentialEquivalence-2020,"Your credence should drop from 1/2—indeed, it should drop all the way to 0. Given that almost every coin landed tails, what's the chance that you are one of the vanishingly few heads-flippers? The evidence that almost every coin landed tails should count as some evidence that you are one of the tail-flippers. Analogously, if you have a ticket for a lottery where almost every ticket is a losing ticket, then if the lottery is fair, you should think you probably have a losing ticket.

First, there ",human,,0,True,openrouter/z-ai/glm-4.7,5,0,1,3,2,4,4,1,3,2,25,2026-02-02T16:46:22.253384
Enoch-FalseConsciousnessLiberals-2020,"One natural approach appeals to internal tensions within the agent, as when a specific superficial preference is in tension with deeper commitments. On Frankfurt's influential account, if one has a preference that one doesn't endorse, or that one wants not to lead one to action, then that preference may not be autonomous. At the very least, it will not be as autonomous as acting on a preference that resonates throughout one's hierarchy of higher-order desires. This may be thought of as an accoun",human,,0,True,openrouter/z-ai/glm-4.7,3,4,4,4,4,4,4,3,4,3,37,2026-02-02T16:46:22.253384
Franzn-EvaluativeDiscourseAffective-2020,"The theory that 'find' states are non-cognitive and belong to the class of affective mental states provides a unified explanation of three distinctive features these states share with paradigmatic affective attitudes like appreciating, loving, hating, and detesting.

First, affective states are such that when they are actualized, they are connected to occurrent states with distinctive phenomenologies. Somebody who loves her family will feel a certain way when thinking about them, where 'feel' de",human,,0,True,openrouter/z-ai/glm-4.7,5,2,3,4,5,4,3,2,5,4,37,2026-02-02T16:46:22.253384
GALLOW-CAUSALDECISIONTHEORISTS-2020,"In Death in Damascus, which act has the highest utility varies with your act probabilities. If your probability of going to Aleppo is greater than 4/5ths, then going to Damascus has higher utility. If it is less than 4/5ths, then going to Aleppo has higher utility. Conditional on you going to Aleppo, going to Damascus has a higher utility. And conditional on you going to Damascus, going to Aleppo has a higher utility. So, as soon as you start to follow CDT's advice, it will issue new recommendat",human,,0,True,openrouter/z-ai/glm-4.7,4,3,3,4,4,3,3,4,4,4,36,2026-02-02T16:46:22.253384
ISSEROW-MORALWORTH-2020,"I want to argue that actions carried out solely from the motive of duty can have moral worth. To make this case, consider a character I will call Schmuck Finn. Schmuck has been subject to a similar upbringing to Huck Finn, and like Huck, Schmuck helps Jim escape slavery. But unlike Huck, Schmuck believes that this is the right thing to do; he has had the good fortune of reading some moral philosophy, and the strength of the arguments against racism and slavery have led him to conclude that the v",human,,0,True,openrouter/z-ai/glm-4.7,5,3,3,5,4,4,4,3,4,4,39,2026-02-02T16:46:22.253384
Jenkin-EpistemicRoleCore-2020,"Views requiring awareness of one's reasons for the basing relation are implausible, independent of debates about modular cognition. There are convincing cases of basing on reasons in belief that do not involve any form of awareness of one's reasons. Consider cases of expertise in which knowledge is stored outside of awareness but nonetheless informs reasoning. A seasoned pilot may have learned certain principles throughout the course of her training, such as how best to angle a plane when landin",human,,0,True,openrouter/z-ai/glm-4.7,4,2,4,5,4,4,4,3,4,4,38,2026-02-02T16:46:22.253384
Koskinen-DefendingRiskAccount-2020,"The intuition that objectivity is linked to trust is understandable and widely shared. However, this formulation requires refinement. If we distinguish between trust and reliance by saying that trust can be betrayed or let down, whereas reliance can only be disappointed, it becomes clear that when trying to identify what the different senses of objectivity have in common, we should talk about reliance instead of trust.

This distinction matters because trust is something we have toward people, a",human,,0,True,openrouter/z-ai/glm-4.7,4,3,3,3,4,4,4,4,4,3,36,2026-02-02T16:46:22.253384
Maguire-GameBelief-2020,"Consider an analogy with chess. Suppose you are playing chess with a friend, and a passerby threatens to punch you on the nose if you advance your knight to f4. What ought you to do? Can you weigh the positional advantage in advancing your knight against the prudential disadvantage of getting punched? Yes and no. There is no chess scale on which positional advantage can be compared with the painfulness of a punch. Positional advantages in chess can be weighed against disadvantages in material, t",human,,0,True,openrouter/z-ai/glm-4.7,4,4,3,5,5,4,4,5,4,4,42,2026-02-02T16:46:22.253384
Smortchkova-SeeingGoalDirectedness-2020,"The claim that resonance is a necessary condition for the perception of another's goal-directed action rests on the acceptance of an overly strong version of the motor theory of perception, according to which the perception of another's goal-directed action just consists in motor simulation—that is, in the simulation of the agent's bodily movements without executing them. On this assumption, one is able to perceive others' goal-directed actions only to the extent that one is able to simulate the",human,,0,True,openrouter/z-ai/glm-4.7,4,3,2,4,4,3,4,3,4,4,35,2026-02-02T16:46:22.253384
Viera-SenseTime-2020,"The objection rests on what we might call 'the causality constraint': the view that sensory systems must gather information through causal connections with the features they represent. This constraint seems motivated by an inference to the best explanation—since sensory systems directly gather information about the environment without relying on other information-bearing psychological processes, how else could they carry information except through causal connection? To deny this would seem to co",human,,0,True,openrouter/z-ai/glm-4.7,4,4,4,4,4,4,4,4,4,5,41,2026-02-02T16:46:22.253384
Builes-ParadoxEvidentialEquivalence-2020,"In this infinite coin-flipping scenario, your credence that your coin landed heads should be **0**. While the intuition that the coin remains fair—suggesting a credence of 1/2—is initially compelling due to the physical independence of the flips, it fails to account for the radical evidential shift introduced by the information ""only finitely many heads."" The correct response requires reframing the problem from one of local probability to one of global limiting frequency.

The argument for a cre",openrouter/z-ai/glm-4.7,answer_with_rubric,0,False,openrouter/z-ai/glm-4.7,5,4,4,4,4,4,5,4,4,4,42,2026-02-02T17:19:03.462223
Enoch-FalseConsciousnessLiberals-2020,"The paradox of the ""happy slave""—an individual who seemingly endorses their own subjugation—poses a formidable challenge to theories of autonomy. Adaptive preferences, where a person’s desires shift to match their limited or oppressive circumstances (e.g., a woman in a patriarchal society concluding she is unfit for leadership), intuitively represent a failure of autonomy. However, explaining *why* they fail requires distinguishing between structural compatibility and authentic agency. I argue t",openrouter/z-ai/glm-4.7,answer_with_rubric,0,False,openrouter/z-ai/glm-4.7,5,3,4,3,4,4,3,3,4,4,37,2026-02-02T17:19:03.462223
Franzn-EvaluativeDiscourseAffective-2020,"The thesis that ‘find’-constructions attribute non-cognitive, affective states is supported by the distinct grammatical and functional profile of these verbs, which aligns them with conative attitudes like disapproval or admiration rather than epistemic states like belief. The evidence rests on three pillars: the restrictive nature of syntactic embedding, the direction of fit between the mind and the world, and the constitutive role these states play in Moorean paradoxes.

First, the most compel",openrouter/z-ai/glm-4.7,answer_with_rubric,0,False,openrouter/z-ai/glm-4.7,5,3,4,4,4,4,3,3,4,4,38,2026-02-02T17:19:03.462223
GALLOW-CAUSALDECISIONTHEORISTS-2020,"The dependence on act probabilities in 'Death in Damascus' cases constitutes a decisive problem for Causal Decision Theory (CDT). This issue, known as ""dynamic instability,"" reveals that CDT fails to satisfy a fundamental requirement of a normative decision theory: the capacity to guide an agent to a stable, final decision. While CDT excels at evaluating actions from a detached, causal perspective, it collapses when applied to the lived process of deliberation, where the agent’s beliefs about th",openrouter/z-ai/glm-4.7,answer_with_rubric,0,False,openrouter/z-ai/glm-4.7,5,3,4,4,4,1,4,4,3,3,35,2026-02-02T17:19:03.462223
ISSEROW-MORALWORTH-2020,"The charge that acting solely from the motive of duty constitutes ""moral fetishism"" relies on a false dichotomy between the abstract and the concrete. I argue that acting from a de dicto desire to do what is morally right is not only sufficient for moral worth but is, in fact, the only motive that secures the unconditional reliability of moral action. Such dutiful action is praiseworthy precisely because it represents the triumph of rational agency over the contingencies of inclination, ensuring",openrouter/z-ai/glm-4.7,answer_with_rubric,0,False,openrouter/z-ai/glm-4.7,5,4,4,4,4,4,5,4,4,4,42,2026-02-02T17:19:03.462223
Jenkin-EpistemicRoleCore-2020,"The insistence that epistemic basing requires conscious awareness conflates the justification of a mental state with the subjective accessibility of that justification. I argue that lack of conscious awareness does not preclude a mental state from being epistemically based on reasons; rather, basing should be understood as a functional, causal integration between a mental state and its evidential ground, which can occur entirely outside the light of consciousness.

To understand why, we must fir",openrouter/z-ai/glm-4.7,answer_with_rubric,0,False,openrouter/z-ai/glm-4.7,5,4,4,5,5,5,4,4,5,4,45,2026-02-02T17:19:03.462223
Koskinen-DefendingRiskAccount-2020,"The suggestion that scientific objectivity is grounded in trust, as advanced by Arthur Fine and Heather Douglas, captures an important sociological truth about the practice of science, but as a philosophical definition, it mistakes a consequence for a cause. While trust is undoubtedly a vital social correlate of scientific activity, it is not the constitutive element that unifies the various senses of objectivity. I argue that the relationship between objectivity and trust is merely contingent: ",openrouter/z-ai/glm-4.7,answer_with_rubric,0,False,openrouter/z-ai/glm-4.7,5,3,4,4,5,5,4,4,5,4,43,2026-02-02T17:19:03.462223
Maguire-GameBelief-2020,"The apparent incommensurability between epistemic and practical reasons stems from a category error: we treat them as competing forces on the same scale, when in fact they play structurally different roles in the architecture of rationality. I will argue that practical reasons do not weigh against epistemic reasons to produce a net verdict; rather, practical considerations determine the *threshold* of epistemic justification required for a belief to be permissible. The interaction is not additiv",openrouter/z-ai/glm-4.7,answer_with_rubric,0,False,openrouter/z-ai/glm-4.7,5,4,4,4,5,5,4,5,4,4,44,2026-02-02T17:19:03.462223
Smortchkova-SeeingGoalDirectedness-2020,"The claim that motor resonance is a necessary condition for perceiving goal-directed actions relies on an attractive intuition: to truly see an action as goal-directed, one must ""re-enact"" it within one's own motor system. However, I argue that this view conflates the *prediction* of action dynamics with the *perception* of action goals. Motor resonance is not necessary for the basic visual perception of goals; rather, it is a contingent mechanism that aids in prediction and social affiliation, ",openrouter/z-ai/glm-4.7,answer_with_rubric,0,False,openrouter/z-ai/glm-4.7,5,4,4,4,5,4,4,3,4,4,41,2026-02-02T17:19:03.462223
Viera-SenseTime-2020,"The objection to a sensory system for time relies on a reductive, ""billiard ball"" model of causation, assuming that for a system to carry information about a feature $F$, $F$ must physically impact that system like photons striking a retina. This premise is false. We can explain how a clock mechanism carries information about time without direct causal influence from ""time"" itself by distinguishing between *receptive* transduction and *generative* correlation. The clock does not passively receiv",openrouter/z-ai/glm-4.7,answer_with_rubric,0,False,openrouter/z-ai/glm-4.7,4,3,4,4,4,4,4,5,4,4,40,2026-02-02T17:19:03.462223
